Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Link
04 TopMath Promotion,4857,Mathe. mit zusätzl. Promo.stg. Mathe. - Promotion (kA/20191),Mathematik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,4094,Agrarwissenschaften (kA/0),Agrarwissenschaft/Landwirtschaft,6,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4094&pStartSemester=
05 Teilpromotion,2550,Architektur (kA/0),Architektur,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2550&pStartSemester=
05 Teilpromotion,2722,Bauingenieurwesen (kA/0),Bauingenieurwesen/Ingenieurbau,,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,4127,Biochemie (kA/0),Biochemie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4127&pStartSemester=
05 Teilpromotion,4234,Bioinformatik (kA/0; sb bis 30.09.2050),Informatik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4234&pStartSemester=
05 Teilpromotion,2897,Biologie (kA/0; sb bis 30.09.2030),Biologie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2897&pStartSemester=
05 Teilpromotion,4128,Brauwesen und Getränketechnologie (kA/0),Brauwesen/Getränketechnologie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4128&pStartSemester=
05 Teilpromotion,2551,Chemie (kA/0),Chemie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2551&pStartSemester=
05 Teilpromotion,4160,Chemie-Ingenieurwesen (kA/0),Chemie-Ingenieurwesen/Chemietechnik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4160&pStartSemester=
05 Teilpromotion,2993,Ernährungswissenschaft (kA/0; sb bis 30.09.2030),Haushalts- und Ernährungswissenschaft,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2993&pStartSemester=
05 Teilpromotion,4622,Fakultät TUM School of Education (kA/0),Erziehungswissenschaft (Pädagogik),,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,3371,Forstwissenschaft (kA/0; sb bis 30.09.2039),"Forstwissenschaft, -wirtschaft",,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3371&pStartSemester=
05 Teilpromotion,3815,Geodäsie u.Geoinformation (kA/0),Vermessungswesen (Geodäsie),,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,4483,Geologie (kA/0),Geologie/Paläontologie,,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,2803,Informatik (kA/0; sb bis 30.09.2039),Informatik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2803&pStartSemester=
05 Teilpromotion,4500,Ingenieurwissenschaften (Engin. Science) (kA/0),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,3819,Landnutzung/Agrar-/Gartenbauwissenschaft (kA/0),Agrarwissenschaft/Landwirtschaft,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3819&pStartSemester=
05 Teilpromotion,4090,Landschaftsarchitektur und Landschaftsplanung (kA/0),Landespflege/Landschaftsgestaltung,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4090&pStartSemester=
05 Teilpromotion,4498,Luft- und Raumfahrt (kA/0),Luft- und Raumfahrttechnik,,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,2636,Maschinenwesen (kA/0),Maschinenbau/-wesen,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2636&pStartSemester=
05 Teilpromotion,3076,Medizin (kA/0),Medizin (Allgemein-Medizin),,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3076&pStartSemester=
05 Teilpromotion,2799,Physik (kA/0; sb bis 30.09.2036),Physik,,6,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
05 Teilpromotion,3089,Sportwissenschaft (kA/0; sb bis 30.09.2050),Sportwissenschaft,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3089&pStartSemester=
05 Teilpromotion,4370,Sustainable Resource Management (kA/0),Naturschutz,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4370&pStartSemester=
05 Teilpromotion,2802,Technologie- u. Managementorientierte BWL (kA/0; sb bis 30.09.2039),Betriebswirtschaftslehre,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2802&pStartSemester=
05 Teilpromotion,2984,Technologie und Biotechnologie der Lebensmittel (kA/0; sb bis 30.09.2030),Lebensmitteltechnologie,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2984&pStartSemester=
05 Teilpromotion,4396,Umweltingenieurwesen (kA/0),Bauingenieurwesen/Ingenieurbau,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4396&pStartSemester=
05 Teilpromotion,4415,Umweltplanung und Ingenieurökologie (kA/0),Landespflege/Landschaftsgestaltung,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4415&pStartSemester=
06 Promotion,4520,Fakultät für Architektur (Architektur) (kA/0),Architektur,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4521,Fakultät für Architektur (Landschaftsarchitektur) (kA/0),Landespflege/Landschaftsgestaltung,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4522,Fakultät für Chemie (Chemie) (kA/0),Chemie,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4523,Fakultät für Chemie (Lebensmittelchemie) (kA/0),Lebensmittelchemie,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4524,Fakultät für Elektrotechnik und Informationstechnik (kA/0),Elektrotechnik/Elektronik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4525,Fakultät für Informatik (kA/0),Informatik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4543,"Fakultät für Luftfahrt, Raumfahrt und Geodäsie (Promotion) (kA/0)",Luft- und Raumfahrttechnik,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
06 Promotion,4526,Fakultät für Maschinenwesen (kA/0),Maschinenbau/-wesen,,8,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
